ID,ObjType,Effort,FunctPercent,IntComplx,DataFile,DataEn,DataOut,UFP,Lang,Tools,ToolExpr,AppExpr,TeamSize,DBMS,Method,label
260,RQ,1.0,"0.10,_0.16,_0.52,_0.07,_0.00,_0.10,_0.04",1.0,1.0,1.0,1.0,0.0,"Php,_Html,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio,_Adobe","[1,10]",1.0,"[1,2]",Oracle,SA,8
261,RQ,1.0,"0.05,_0.10,_0.42,_0.23,_0.00,_0.10,_0.10",1.0,2.0,1.0,5.0,2.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",2.0,"[1,2]",Oracle,3_Tier_Architecture,8
262,RQ,1.0,"0.10,_0.16,_0.52,_0.07,_0.00,_0.10,_0.04",1.0,1.0,1.0,8.0,0.0,"Php,_Html,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",1.0,"[1,2]",Oracle,SA,8
302,RQ,20.0,"0.4,_0.3,_0.25,_0.05,_0.0,_0.0,_0.0",5.0,1.0,3.0,1.0,34.0,"C#,_ASP.Net_SQL","Visual_Studio.Net_2003,_Microsoft_SQL_Server_Enterprise_Manager/Query_Analyzer",[0],2.0,"[1,3]",SQLServer,NULL,9
303,RQ,10.0,"0.25,_0.10,_0.25,_0.3,_0.0,_0.1,_0.0",2.0,2.0,1.0,1.0,36.0,"C#,_ASP.Net_SQL","Visual_Studio.Net_2003,_Microsoft_SQL_Server_Enterprise_Manager/Query_Analyzer","[0,24]",2.0,"[1,3]",SQLServer,NULL,9
304,RQ,30.0,"0.25,_0.0,_0.25,_0.25,_0.0,_0.25,_0",4.0,13.0,3.0,1.0,154.0,"C#,_ASP.Net_SQL","Visual_Studio.Net_2003,_Microsoft_SQL_Server_Enterprise_Manager/Query_Analyzer","[12,24]",2.0,"[1,_2]",SQLServer,NULL,9
305,RQ,10.0,"0.3,_0.3,_0.1,_0.2,_0.0,_0.0,_0.1",2.0,1.0,2.0,0.0,18.0,"C#,_ASP.Net_SQL","Visual_Studio.Net_2003,_Microsoft_SQL_Server_Enterprise_Manager/Query_Analyzer",[0],2.0,[1],SQLServer,NULL,9
406,RQ,20.0,"0.20,_0.25,0.20,.15,_.12,_0,_.08",3.5,6.0,52.0,7.0,321.0,"PHP,_SQL,_JavaScript","Dreamweaver,_Rapid_PHP,_Eclipse,_PHPMyAdmin","[12,36]",3.5,"[1,1]",MySQL,OO,3
407,RQ,15.0,"0.20,_0.25,_0.15,_0.30,_0,_0,_0.10",2.5,3.0,4.0,1.0,14.0,"PHP,_SQL","Dreamweaver,_Rapid_PHP,_Eclipse,_PHPMyAdmin","[2,5]",1.0,"[1,1]",MySQL,OO,3
408,RQ,20.0,"0.25,_0.20,_0.15,_0.40",3.5,4.0,5.0,10.0,30.0,"PHP,_SQL","Dreamweaver,_Rapid_PHP,_Eclipse,_PHPMyAdmin","[2,5]",1.0,"[1,1]",MySQL,OO,3
409,RQ,20.0,"0.15,_0.25,_0.15,_0.40,_0,0,0.05",3.5,2.0,3.0,1.0,14.0,"PHP,_SQL","Dreamweaver,_Rapid_PHP,_Eclipse,_PHPMyAdmin","[2,5]",1.0,"[1,2]",MySQL,OO,3
412,RQ,40.0,"0.25,0.25,0.25,0.20,0,0,0.10",4.5,5.0,7.0,5.0,30.0,"PHP,SQL,JavaScript","Eclipse,_PHPMyAdmin","[3,5]",1.0,"[1,1]",MySQL,OO,3
413,RQ,3.0,"0.20,0.25,0.20,0.25,0,0,0.10",2.0,2.0,3.0,2.0,10.0,"PHP,SQL,JavaScript","Eclipse,_PHPMyAdmin","[3,5]",1.0,"[1,2]",MySQL,OO,3
415,RQ,20.0,"0.15,_0.25,_0.15,_0.40,_0,0,0.05",3.0,2.0,3.0,1.0,14.0,"PHP,_SQL","Dreamweaver,_Rapid_PHP,_Eclipse,_PHPMyAdmin","[2,5]",1.0,"[1,2]",MySQL,OO,3
502,RQ,10.0,"0.05,_0.35,_0.05,_0.20,_0.05,_0.25,_0.05",4.0,4.0,25.0,12.0,50.0,"HTML,_PHP,_SQL","ConTEXT,_myAdmin","[2,12]",4.0,"[1,2]",NULL,NULL,8
503,RQ,6.0,"0.10,_0.10,_0.15,_0.20,_0.25,_0.15,_0.10",2.0,2.0,20.0,10.0,60.0,"HTML,_PHP,_SQL","ConTEXT,_myAdmin","[2,12]",2.0,"[1,2]",NULL,NULL,8
504,RQ,8.0,"0.15,_0.30,_0.10,_0.20,_0.05,_0.15,_0.05",3.0,1.0,14.0,8.0,40.0,"HTML,_PHP,_SQL","ConTEXT,_myAdmin","[2,12]",3.0,"[1,2]",NULL,NULL,8
505,RQ,8.0,"0.10,_0.30,_0.40,_0.05,_0.05,_0.05,_0.05",3.0,1.0,8.0,10.0,35.0,"HTML,_PHP,_SQL","ConTEXT,_myAdmin","[2,12]",3.0,"[1,2]",NULL,NULL,8
506,RQ,12.0,"0.40,_0.05,_0.05,_0.05,_0.05,_0.35,_0.05",4.0,12.0,2.0,20.0,95.0,"HTML,_PHP,_SQL","ConTEXT,_myAdmin","[2,12]",1.0,"[3,4]",NULL,NULL,8
507,RQ,10.0,"0.05,_0.15,_0.20,_0.20,_0.05,_0.05,_0.00",2.0,2.0,4.0,10.0,30.0,"HTML,_PHP,_SQL","ConTEXT,_myAdmin","[2,12]",2.0,"[1,2]",NULL,NULL,8
602,RQ,2.0,"0,_0,_1,_0,_0,_0,_0",1.0,0.0,0.0,0.0,1.0,"PHP,_HTML",Dreamweaver,"[0,_60]",4.0,[1],NULL,Imperative,5
604,RQ,1.0,"0,_0,_0.9,_0.1,_0,_0,_0",1.0,1.0,0.0,0.0,2.0,"PHP,_HTML","Microsoft_Visual,_Emacs,_VIM,_Notepad","[40,60]",5.0,"[1,2]",MySQL,Imperative,5
605,RQ,1.5,"0,_0,_1,_0,_0,_0,_0",1.0,0.0,0.0,0.0,1.0,"PHP,_HTML","Microsoft_Visual,_Emacs,_VIM,_Notepad","[40,60]",5.0,[1],NULL,Imperative,5
606,RQ,25.0,"0.15,_0.1,_0.3,_0.45,_0,_0,_0",5.0,3.0,17.0,17.0,29.0,"PHP,_HTML,_CSS","Microsoft_Visual,_Emacs,_VIM,_Notepad","[40,60]",5.0,"[1,5]",MySQL,Imperative,5
607,RQ,9.0,"0.15,_0.1,_0.3,_0.45,_0,_0,_0",5.0,3.0,17.0,17.0,29.0,"PHP,_HTML,_CSS","Microsoft_Visual,_Emacs,_VIM,_Notepad","[40,60]",5.0,"[1,5]",MySQL,Imperative,5
608,RQ,15.0,"0,_0.2,_0.4,_0.4,_0,_0,_0",4.0,1.0,5.0,2.0,10.0,"PHP,_HTML,_CSS","Microsoft_Visual,_Emacs,_VIM,_Notepad","[40,60]",5.0,"[1,5]",MySQL,Imperative,5
609,RQ,2.0,"0.15,_0.1,_0.3,_0.45,_0,_0,_0",3.0,3.0,17.0,17.0,23.0,"PHP,_HTML","Microsoft_Visual,_Emacs,_VIM,_Notepad","[40,60]",5.0,"[1,5]",MySQL,Imperative,5
611,RQ,45.0,"0.15,_0.1,_0.3,_0.35,_0,_0,_0.1",5.0,2.0,2.0,1.0,4.0,"PHP,_HTML,_CSS","Microsoft_Visual,_Emacs,_VIM,_Notepad","[40,60]",5.0,"[1,3]",MySQL,Imperative,5
612,RQ,35.0,"0.2,_0.2,_0.3,_0.3,_0,_0,_0",4.0,3.0,11.0,1.0,19.0,"PHP,_HTML,_CSS","Microsoft_Visual,_Emacs,_VIM,_Notepad","[40,60]",5.0,"[1,3]",MySQL,Imperative,5
613,RQ,50.0,"0.1,_0.4,_0.4,_0.1,_0,_0,_0",5.0,3.0,4.0,4.0,14.0,"PHP,_HTML,_JavaScript","Microsoft_Visual,_Emacs,_VIM,_Notepad","[40,60]",5.0,"[1,1]",MySQL,Imperative,5
614,RQ,25.0,"0.15,_0.35,_0.35,_0.15,_0,_0,_0",5.0,2.0,2.0,2.0,5.0,"PHP,_HTML,_JavaScript","Microsoft_Visual,_Emacs,_VIM,_Notepad","[40,60]",5.0,"[1,1]",MySQL,Imperative,5
615,RQ,35.0,"0.2,_0.4,_0.3,_0.1,_0,_0,_0",5.0,1.0,3.0,3.0,10.0,"PHP,_HTML,_JavaScript","Microsoft_Visual,_Emacs,_VIM,_Notepad","[40,60]",5.0,"[1,1]",MySQL,Imperative,5
616,RQ,20.0,"0.1,_0.4,_0.4,_0.1,_0,_0,_0",4.0,2.0,2.0,2.0,7.0,"PHP,_HTML,_JavaScript","Microsoft_Visual,_Emacs,_VIM,_Notepad","[40,60]",5.0,"[1,1]",MySQL,Imperative,5
617,RQ,25.0,"0.15,_0.3,_0.4,_0.15,_0,_0,_0",3.0,3.0,9.0,4.0,20.0,"PHP,_HTML,_JavaScript","Microsoft_Visual,_Emacs,_VIM,_Notepad","[40,60]",5.0,"[1,1]",MySQL,Imperative,5
618,RQ,10.0,1.0,3.0,3.0,1.0,1.0,6.0,"PHP,_MySql,_HTML",Dreamweaver,"[0,_60]",4.0,"[1,_2]",MySQL,Imperative,5
619,RQ,33.0,1.0,2.0,3.0,2.0,1.0,6.0,"PHP,_MySql,_HTML",Dreamweaver,"[0,_60]",4.0,[1],MySQL,Imperative,5
620,RQ,24.0,1.0,4.0,3.0,8.0,1.0,14.0,"PHP,_MySql,_HTML",Dreamweaver,"[0,_60]",4.0,[1],MySQL,Imperative,5
621,RQ,36.0,1.0,4.0,3.0,9.0,1.0,15.0,"PHP,_MySql,_HTML",Dreamweaver,"[0,_60]",4.0,"[2,_3]",MySQL,Imperative,5
701,RQ,1.0,"0.1,_0.5,_0.1,_0.1,_0.0,_0.1,_0.1",1.0,1.0,1.0,0.0,6.0,PHP,Notepad,"[0,12]",4.0,"[2,3]",Oracle,OO,3
702,RQ,1.0,"0.2,_0.1,_0.05,_0.15,_0.2,_0.1,_0.2",1.0,1.0,2.0,0.0,4.0,PHP,Notepad,"[0,12]",4.0,"[2,3]",Oracle,OO,3
703,RQ,1.0,"0.15,_0.5,_0.05,_0.15,_0.2,_0.2,_0.2",4.0,0.0,4.0,2.0,4.0,PHP,Notepad,"[0,12]",4.0,"[1,2]",Oracle,"SA,_SD",3
704,RQ,2.0,"0.1,_0.1,_0.4,_0.2,_0.05,_0.05,_0.1",3.0,2.0,4.0,10.0,32.0,PHP,Notepad,"[0,12]",4.0,"[2,3]",Oracle,OO,3
705,RQ,2.0,"0.2,_0.2,_0.2,_0.1,_0.1,_0.1,_0.1",3.0,3.0,12.0,4.0,31.0,PHP,Notepad,"[0,12]",4.0,"[2,3]",Oracle,OO,3
706,RQ,2.0,"0.25,_0.25,_0.05,_0.05,_0.1,_0.2,_0.1",5.0,4.0,9.0,6.0,26.0,PHP,Notepad,"[0,12]",4.0,"[2,3]",Oracle,OO,3
707,RQ,1.0,"0.1,_0.5,_0.1,_0.1,_0.0,_0.1,_0.1",2.0,1.0,9.0,9.0,23.0,PHP,Notepad,"[0,12]",4.0,"[2,3]",Oracle,OO,3
708,RQ,1.0,"0.15,_0.5,_0.05,_0.15,_0.2,_0.2,_0.2",1.0,1.0,9.0,9.0,37.0,PHP,Notepad,"[0,12]",4.0,"[2,3]",Oracle,OO,3
709,RQ,1.0,"0.2,_0.1,_0.05,_0.15,_0.2,_0.1,_0.2",1.0,1.0,12.0,0.0,18.0,PHP,Notepad,"[0,12]",4.0,"[2,3]",Oracle,OO,3
710,RQ,1.0,"0.15,_0.15,_0.3,_0.2,_0.1,_0.2,_0.1",2.0,1.0,1.0,0.0,20.0,PHP,Notepad,"[0,12]",4.0,"[2,3]",Oracle,OO,3
711,RQ,1.0,"0.05,_0.2,_0.1,_0.05,_0.1,_0.3,_0.2",2.0,1.0,12.0,0.0,36.0,PHP,Notepad,"[0,12]",4.0,"[2,3]",Oracle,OO,3
712,RQ,1.0,"0.2,_0.3,_0.1,_0.2,_0.05,_0.05,_0.1",3.0,2.0,1.0,0.0,4.0,PHP,Notepad,"[0,12]",4.0,"[1,2]",Oracle,OO,3
713,RQ,1.0,"0.1,_0.1,_0.4,_0.2,_0.05,_0.05,_0.1",3.0,2.0,1.0,0.0,4.0,PHP,Notepad,"[0,12]",4.0,"[1,2]",Oracle,OO,3
714,RQ,1.0,"0.3,_0.0,_0.2,_0.1,_0.0,_0.2,_0.2",2.0,2.0,10.0,0.0,12.0,PHP,Notepad,"[0,12]",4.0,"[2,3]",Oracle,OO,3
719,RQ,1.0,"0.15,_0.5,_0.05,_0.15,_0.2,_0.2,_0.2",2.0,2.0,10.0,10.0,10.0,PHP,Notepad,"[0,12]",4.0,"[2,3]",Oracle,OO,3
720,RQ,1.0,"0.1,_0.1,_0.4,_0.2,_0.05,_0.05,_0.1",3.0,1.0,12.0,12.0,10.0,PHP,Notepad,"[0,12]",4.0,"[2,3]",Oracle,OO,3
721,RQ,0.5,"0.1,_0.5,_0.1,_0.1,_0.0,_0.1,_0.1",1.0,0.0,0.0,0.0,6.0,PHP,Notepad,"[0,12]",4.0,"[1,2]",Oracle,"SA,_SD",3
722,RQ,0.5,"0.2,_0.1,_0.05,_0.15,_0.2,_0.1,_0.2",1.0,0.0,0.0,12.0,8.0,PHP,Notepad,"[0,12]",4.0,"[1,2]",Oracle,"SA,_SD",3
807,RQ,6.0,"0,_.3,_.3,_.4,_0,_0,_0",2.0,0.0,4.0,1.0,16.0,PHP,Emacs,"[0,_12]",4.0,"[1,_2]",MySQL,oo,5
808,RQ,6.0,"0,_.3,_.3,_.4,_0,_0,_0",2.0,0.0,5.0,1.0,19.0,PHP,Emacs,"[0,_12]",4.0,"[1,_2]",MySQL,oo,5
809,RQ,4.0,"0,_.3,_.3,_.4,_0,_0,_0",4.0,0.0,5.0,1.0,19.0,PHP,Emacs,"[0,_12]",4.0,"[1,_2]",MySQL,oo,5
811,RQ,1.0,"0,_.3,_.3,_.4,_0,_0,_0",2.0,0.0,1.0,1.0,7.0,PHP,Emacs,"[0,_12]",4.0,"[1,_1]",MySQL,oo,5
813,RQ,6.0,"0,_0,_.6,_.4,_0,_0,_0",2.0,0.0,1.0,0.0,3.0,PHP,Emacs,"[0,_12]",4.0,"[1,_2]",MySQL,oo,5
814,RQ,12.0,".2,_0,_.6,_.2,_0,_0,_0",4.0,32.0,0.0,0.0,224.0,PHP,PHPunit,"[0,_0]",1.0,"[2,_3]",NULL,oo,8
815,RQ,6.0,".2,_0,_.6,_.2,_0,_0,_0",3.0,NULL,NULL,NULL,NULL,HTML,NULL,NULL,1.0,"[2,_3]",NULL,NULL,5
816,RQ,6.0,"0,_0,_1,_0,_0,_0,_0",1.0,1.0,10.0,0.0,7.0,HTML,Emacs,"[0,_12]",5.0,"[1,_2]",NULL,NULL,5
817,RQ,4.0,"0,_.3,_.3,_.4,_0,_0,_0",2.0,0.0,6.0,1.0,22.0,PHP,Emacs,"[0,_12]",4.0,"[1,_2]",MySQL,oo,5
818,RQ,4.0,"0,_.3,_.3,_.4,_0,_0,_0",2.0,0.0,6.0,1.0,22.0,PHP,Emacs,"[0,_12]",4.0,"[1,_2]",MySQL,oo,5
902,RQ,7.0,"0.10,_0.50,_0.10,_0.15,_0.05,_0.05,_0.05",2.0,3.0,50.0,1.0,235.0,"HTML,_PHP,_SQL","Emacs,_Frontpage,_PHPUnit","[5,_12]",3.0,"[2,_10]",Oracle,OO,8
903,RQ,2.0,"0.1,_0.3,_0.05,_0.4,_0.05,_0.05,_0.05",2.0,1.0,3.0,1.0,27.0,"HTML,_PHP,_SQL","Dreamweaver,_PHPUnit,_Emacs","[5,12]",3.0,"[2,3]",Oracle,OO,8
904,RQ,3.0,"0.1,_0.35,_0.1,_0.35,_0.05,_0.05,_0",3.0,3.0,6.0,1.0,59.0,"HTML,_PHP,_SQL","Dreamweaver,_PHPUnit,_Emacs","[5,12]",3.0,"[2,3]",Oracle,OO,8
905,RQ,3.0,"0.1,_0.4,_0.4,_0.1,_0.0,_0.0,_0.0",2.0,1.0,2.0,1.0,23.0,"PHP,_HTML,_SQL","Dreamwaver,_Frontpage,_PHPUnit,_Emacs","[5,_12]",3.0,"[1,_2]",Oracle,OO,5
906,RQ,4.0,"0.4,_0.2,_0.1,_0.2,_0.1,_0.0",2.0,3.0,13.0,13.0,147.0,"PHP,_HTML,_SQL","Dreamwaver,_Frontpage,_PHPUnit,_Emacs","[5,_12]",3.0,"[1,_2]",Oracle,OO,5
907,RQ,5.0,"0.5,_0.1,_0.1,_0.2,_0.1,_0.0",3.0,4.0,12.0,13.0,153.0,"HTML,_PHP,_Oracle","Dreamweaver,_Frontpage,_PHPUnit,_Emacs","[5,_12]",3.0,"[2,_4]",Oracle,OO,8
908,RQ,6.0,"0.4,_0.2,_0.1,_0.2,_0.1,_0.0",4.0,4.0,14.0,14.0,166.0,"HTML,_PHP,_Oracle","Dreamweaver,_Frontpage,_PHPUnit,_Emacs","[5,_12]",3.0,"[2,_7]",Oracle,OO,8
909,RQ,2.0,"0.1,_0.4,_0.4,_0.1,_0.0,_0.0,_0.0",2.0,2.0,13.0,13.0,137.0,"HTML,_PHP,_SQL","Dreamweaver,_Emacs,_PHPUnit","[5,_12]",3.0,"[1,_2]",Oracle,OO,5
910,RQ,6.0,"0.2,_0.1,_0.4,_0.3,_0.0,_0.0,_0.0",3.0,2.0,2.0,1.0,33.0,"HTML,_PHP,_SQL","Dreamweaver,_Emacs,_PHPUnit","[5,_12]",3.0,"[1,_2]",Oracle,OO,5
911,RQ,2.0,"0.40,_0.20,_0.10_0.10_0.05_0.10_0.05",2.0,1.0,4.0,1.0,31.0,"HTML,_PHP,_Javascript,_SQL","Dreamweaver,_Emacs,_PHPUnit,_FrontPage","[2,_12]",3.0,"[2,_10]",Oracle,OO,8
912,RQ,1.0,"0.2,_0.1,_0.4,_0.3,_0.0,_0.0,_0.0",1.0,1.0,4.0,4.0,46.0,"HTML,_PHP,_Javascript,_SQL","Dreamweaver,_Emacs,_PHPUnit,_FrontPage","[2,_12]",3.0,"[0,_10]",Oracle,OO,8
913,RQ,4.0,"0.10,_0.30,_0.10,_0.35,_0.05,_0.05,_0.05",3.0,2.0,4.0,4.0,56.0,"PHP,_HTML,SQL","Dreamweaver,_Emacs,_PHPUnit,_FrontPage","[0,_5]",3.0,"[1,2]",Oracle,OO,5
914,RQ,4.0,"0.10,_0.30,_0.10,_0.40,_0.5,_0.03,_0.02",4.0,3.0,3.0,3.0,57.0,"PHP,_HTML,SQL","Dreamweaver,_Emacs,_PHPUnit,_FrontPage","[0,5]",3.0,"[1,3]",Oracle,OO,5
915,RQ,3.0,"0.1,_0.3,_0.4,_0.15,_0.05,_0.05,_0",3.0,2.0,4.0,8.0,76.0,"HTML,_PHP,_SQL","Dreamweaver,_PHPUnit,_Emacs","[5,12]",3.0,"[2,3]",Oracle,OO,8
916,RQ,2.0,"0.4,_0.05,_0.05,_0.4,_0.05,_0.05,_0",1.0,2.0,1.0,1.0,29.0,"HTML,_PHP,_SQL","Dreamweaver,_PHPUnit,_Emacs","[5,12]",3.0,"[2,3]",Oracle,OO,8
917,RQ,5.0,"0.5,_0.1,_0.1,_0.2,_0.1,_0.0",3.0,3.0,6.0,10.0,104.0,"HTML,_PHP,_SQL","Dreamweaver,_PHPUnit,_Emacs","[5,12]",3.0,"[2,3]",Oracle,OO,8
918,RQ,3.0,"0.4,_0.2,_0.1,_0.2,_0.1,_0.0",2.0,1.0,0.0,8.0,50.0,"HTML,_PHP,_SQL","Dreamweaver,_PHPUnit,_Emacs","[5,12]",3.0,"[2,3]",Oracle,OO,8
919,RQ,2.0,"0.05,_0.0,_0.3,_0.4,_0.1,_0.05,_0.1",1.0,5.0,0.0,11.0,105.0,"HTML,_PHP","Notepad,_Dreamweaver,_Emacs","[3,_12]",2.0,"[1,2]",Oracle,OO,3
